date,store,product,sales,stock,day,month,weekday,product_code,store_code,lag_1,rolling_mean_7,prediction,demand_std,safety_stock,rop,order_qty
2023-02-11,S1,P2,89,109,11,2,5,1,0,73.0,87.0,88.58784,6.518274,28.366703,648.48157,539.4815673828125
2023-02-12,S1,P2,72,146,12,2,6,1,0,89.0,86.85714285714286,71.994446,6.518274,28.366703,532.3278,386.32781982421875
2023-02-13,S1,P2,75,102,13,2,0,1,0,72.0,84.42857142857143,76.45659,6.518274,28.366703,563.5628,461.56280517578125
2023-02-14,S1,P2,79,54,14,2,1,1,0,75.0,82.0,78.900826,6.518274,28.366703,580.6725,526.6724853515625
2023-02-15,S1,P2,74,117,15,2,2,1,0,79.0,80.57142857142857,77.309944,6.518274,28.366703,569.5363,452.53631591796875
2023-02-16,S1,P2,73,145,16,2,3,1,0,74.0,78.42857142857143,75.18144,6.518274,28.366703,554.6368,409.63677978515625
2023-02-17,S1,P2,87,143,17,2,4,1,0,73.0,76.42857142857143,87.378716,6.518274,28.366703,640.0177,497.0177001953125
2023-02-18,S1,P2,82,148,18,2,5,1,0,87.0,78.42857142857143,81.73737,6.518274,28.366703,600.5283,452.5283203125
2023-02-19,S1,P2,90,89,19,2,6,1,0,82.0,77.42857142857143,88.95849,6.518274,28.366703,651.0761,562.0761108398438
2023-02-20,S1,P2,87,65,20,2,0,1,0,90.0,80.0,86.632904,6.518274,28.366703,634.797,569.7969970703125
2023-02-21,S1,P2,80,79,21,2,1,1,0,87.0,81.71428571428571,81.21454,6.518274,28.366703,596.86847,517.8684692382812
2023-02-22,S1,P2,86,66,22,2,2,1,0,80.0,81.85714285714286,85.0367,6.518274,28.366703,623.6236,557.6235961914062
2023-02-23,S1,P2,91,112,23,2,3,1,0,86.0,83.57142857142857,90.08276,6.518274,28.366703,658.94604,546.946044921875
2023-02-24,S1,P2,86,141,24,2,4,1,0,91.0,86.14285714285714,85.93533,6.518274,28.366703,629.91406,488.9140625
2023-02-25,S1,P2,90,139,25,2,5,1,0,86.0,86.0,89.19965,6.518274,28.366703,652.7643,513.7642822265625
2023-02-26,S1,P2,72,139,26,2,6,1,0,90.0,87.14285714285714,72.46217,6.518274,28.366703,535.6019,396.6019287109375
2023-02-27,S1,P2,88,111,27,2,0,1,0,72.0,84.57142857142857,87.63024,6.518274,28.366703,641.7784,530.7783813476562
2023-02-28,S1,P2,90,58,28,2,1,1,0,88.0,84.71428571428571,89.39981,6.518274,28.366703,654.1654,596.1654052734375
2023-03-01,S1,P2,79,50,1,3,2,1,0,90.0,86.14285714285714,78.93578,6.518274,28.366703,580.9172,530.9171752929688
2023-03-02,S1,P2,68,83,2,3,3,1,0,79.0,85.14285714285714,67.72778,6.518274,28.366703,502.46118,419.461181640625
2023-03-03,S1,P2,89,97,3,3,4,1,0,68.0,81.85714285714286,87.65774,6.518274,28.366703,641.9709,544.9708862304688
2023-03-04,S1,P2,92,50,4,3,5,1,0,89.0,82.28571428571429,91.8049,6.518274,28.366703,671.001,621.0009765625
2023-03-05,S1,P2,83,110,5,3,6,1,0,92.0,82.57142857142857,83.104935,6.518274,28.366703,610.10126,500.10125732421875
2023-03-06,S1,P2,74,113,6,3,0,1,0,83.0,84.14285714285714,74.9659,6.518274,28.366703,553.128,440.12799072265625
2023-03-07,S1,P2,72,71,7,3,1,1,0,74.0,82.14285714285714,72.1035,6.518274,28.366703,533.0912,462.0911865234375
2023-03-08,S1,P2,90,116,8,3,2,1,0,72.0,79.57142857142857,86.61602,6.518274,28.366703,634.67883,518.6788330078125
2023-03-09,S1,P2,79,75,9,3,3,1,0,90.0,81.14285714285714,79.20574,6.518274,28.366703,582.8069,507.806884765625
2023-03-10,S1,P2,83,100,10,3,4,1,0,79.0,82.71428571428571,82.22786,6.518274,28.366703,603.96173,503.96173095703125
2023-03-11,S1,P2,72,135,11,3,5,1,0,83.0,81.85714285714286,74.160805,6.518274,28.366703,547.4923,412.4923095703125
2023-03-12,S1,P2,92,78,12,3,6,1,0,72.0,79.0,91.313034,6.518274,28.366703,667.5579,589.5579223632812
2023-03-13,S1,P2,81,141,13,3,0,1,0,92.0,80.28571428571429,80.881134,6.518274,28.366703,594.53467,453.53466796875
2023-03-14,S1,P2,72,96,14,3,1,1,0,81.0,81.28571428571429,72.81409,6.518274,28.366703,538.0653,442.0653076171875
2023-03-15,S1,P2,84,143,15,3,2,1,0,72.0,81.28571428571429,83.50351,6.518274,28.366703,612.89124,469.8912353515625
2023-03-16,S1,P2,81,111,16,3,3,1,0,84.0,80.42857142857143,81.345535,6.518274,28.366703,597.78546,486.78546142578125
2023-03-17,S1,P2,87,118,17,3,4,1,0,81.0,80.71428571428571,84.648186,6.518274,28.366703,620.904,502.90399169921875
2023-03-18,S1,P2,79,65,18,3,5,1,0,87.0,81.28571428571429,79.17551,6.518274,28.366703,582.5952,517.59521484375
2023-03-19,S1,P2,83,134,19,3,6,1,0,79.0,82.28571428571429,83.19834,6.518274,28.366703,610.75507,476.75506591796875
2023-03-20,S1,P2,74,149,20,3,0,1,0,83.0,81.0,74.17172,6.518274,28.366703,547.5687,398.5687255859375
2023-03-21,S1,P2,68,143,21,3,1,1,0,74.0,80.0,69.84206,6.518274,28.366703,517.2611,374.2611083984375
2023-03-22,S1,P2,72,72,22,3,2,1,0,68.0,79.42857142857143,76.12354,6.518274,28.366703,561.2315,489.23150634765625
2023-03-23,S1,P2,77,118,23,3,3,1,0,72.0,77.71428571428571,78.86979,6.518274,28.366703,580.4552,462.4552001953125
2023-03-24,S1,P2,71,83,24,3,4,1,0,77.0,77.14285714285714,72.711586,6.518274,28.366703,537.34784,454.34783935546875
2023-03-25,S1,P2,87,144,25,3,5,1,0,71.0,74.85714285714286,84.349556,6.518274,28.366703,618.8136,474.8135986328125
2023-03-26,S1,P2,77,68,26,3,6,1,0,87.0,76.0,77.35028,6.518274,28.366703,569.81866,501.81866455078125
2023-03-27,S1,P2,68,118,27,3,0,1,0,77.0,75.14285714285714,69.65074,6.518274,28.366703,515.9219,397.921875
2023-03-28,S1,P2,80,53,28,3,1,1,0,68.0,74.28571428571429,79.6315,6.518274,28.366703,585.78723,532.7872314453125
2023-03-29,S1,P2,83,73,29,3,2,1,0,80.0,76.0,83.141235,6.518274,28.366703,610.35535,537.3553466796875
2023-03-30,S1,P2,83,51,30,3,3,1,0,83.0,77.57142857142857,83.153114,6.518274,28.366703,610.4385,559.4384765625
2023-03-31,S1,P2,84,141,31,3,4,1,0,83.0,78.42857142857143,84.39266,6.518274,28.366703,619.11536,478.1153564453125
2023-04-01,S1,P2,87,73,1,4,5,1,0,84.0,80.28571428571429,86.01196,6.518274,28.366703,630.45044,557.450439453125
2023-04-02,S1,P2,79,99,2,4,6,1,0,87.0,80.28571428571429,79.69742,6.518274,28.366703,586.24866,487.2486572265625
2023-04-03,S1,P2,70,82,3,4,0,1,0,79.0,80.57142857142857,71.53401,6.518274,28.366703,529.1048,447.10479736328125
2023-04-04,S1,P2,68,110,4,4,1,1,0,70.0,80.85714285714286,69.97048,6.518274,28.366703,518.1601,408.16009521484375
2023-04-05,S1,P2,86,92,5,4,2,1,0,68.0,79.14285714285714,86.14727,6.518274,28.366703,631.3976,539.3975830078125
2023-04-06,S1,P2,72,61,6,4,3,1,0,86.0,79.57142857142857,75.18722,6.518274,28.366703,554.67725,493.67724609375
2023-04-07,S1,P2,70,114,7,4,4,1,0,72.0,78.0,72.186005,6.518274,28.366703,533.66876,419.66876220703125
2023-04-08,S1,P2,68,89,8,4,5,1,0,70.0,76.0,70.09059,6.518274,28.366703,519.00085,430.0008544921875
2023-04-09,S1,P2,77,92,9,4,6,1,0,68.0,73.28571428571429,76.63235,6.518274,28.366703,564.79315,472.79315185546875
2023-04-10,S1,P2,79,78,10,4,0,1,0,77.0,73.0,79.47656,6.518274,28.366703,584.70264,506.70263671875
2023-04-11,S1,P2,80,61,11,4,1,1,0,79.0,74.28571428571429,79.35159,6.518274,28.366703,583.8279,522.827880859375
2023-04-12,S1,P2,81,51,12,4,2,1,0,80.0,76.0,81.18548,6.518274,28.366703,596.66504,545.6650390625
2023-04-13,S1,P2,86,84,13,4,3,1,0,81.0,75.28571428571429,85.11441,6.518274,28.366703,624.1676,540.1676025390625
2023-04-14,S1,P2,90,130,14,4,4,1,0,86.0,77.28571428571429,87.7471,6.518274,28.366703,642.59644,512.596435546875
2023-04-15,S1,P2,75,142,15,4,5,1,0,90.0,80.14285714285714,76.04721,6.518274,28.366703,560.69714,418.6971435546875
2023-04-16,S1,P2,77,139,16,4,6,1,0,75.0,81.14285714285714,77.45621,6.518274,28.366703,570.5602,431.5601806640625
2023-04-17,S1,P2,69,56,17,4,0,1,0,77.0,81.14285714285714,69.70024,6.518274,28.366703,516.2684,460.26837158203125
2023-04-18,S1,P2,71,107,18,4,1,1,0,69.0,79.71428571428571,72.48931,6.518274,28.366703,535.7919,428.7918701171875
2023-04-19,S1,P2,88,124,19,4,2,1,0,71.0,78.42857142857143,86.328514,6.518274,28.366703,632.6663,508.66632080078125
2023-04-20,S1,P2,91,85,20,4,3,1,0,88.0,79.42857142857143,87.82979,6.518274,28.366703,643.17523,558.1752319335938
2023-04-21,S1,P2,92,70,21,4,4,1,0,91.0,80.14285714285714,90.754005,6.518274,28.366703,663.6447,593.6447143554688
2023-04-22,S1,P2,92,85,22,4,5,1,0,92.0,80.42857142857143,91.809494,6.518274,28.366703,671.03314,586.0331420898438
2023-04-23,S1,P2,77,122,23,4,6,1,0,92.0,82.85714285714286,77.12265,6.518274,28.366703,568.2252,446.2252197265625
2023-04-24,S1,P2,91,113,24,4,0,1,0,77.0,82.85714285714286,89.02434,6.518274,28.366703,651.53705,538.5370483398438
2023-04-25,S1,P2,70,98,25,4,1,1,0,91.0,86.0,71.30324,6.518274,28.366703,527.4894,429.4893798828125
2023-04-26,S1,P2,70,85,26,4,2,1,0,70.0,85.85714285714286,70.06704,6.518274,28.366703,518.836,433.83599853515625
2023-04-27,S1,P2,85,145,27,4,3,1,0,70.0,83.28571428571429,85.29102,6.518274,28.366703,625.4039,480.40386962890625
2023-04-28,S1,P2,91,72,28,4,4,1,0,85.0,82.42857142857143,90.20132,6.518274,28.366703,659.77594,587.7759399414062
2023-04-29,S1,P2,72,61,29,4,5,1,0,91.0,82.28571428571429,72.68011,6.518274,28.366703,537.12744,476.12744140625
2023-04-30,S1,P2,84,104,30,4,6,1,0,72.0,79.42857142857143,84.11805,6.518274,28.366703,617.19305,513.1930541992188
2023-05-01,S1,P2,80,72,1,5,0,1,0,84.0,80.42857142857143,79.2644,6.518274,28.366703,583.21747,511.21746826171875
2023-05-02,S1,P2,92,148,2,5,1,1,0,80.0,78.85714285714286,91.100555,6.518274,28.366703,666.07056,518.070556640625
2023-05-03,S1,P2,76,79,3,5,2,1,0,92.0,82.0,76.604324,6.518274,28.366703,564.597,485.59698486328125
2023-05-04,S1,P2,84,111,4,5,3,1,0,76.0,82.85714285714286,83.51146,6.518274,28.366703,612.9469,501.9468994140625
2023-05-05,S1,P2,87,138,5,5,4,1,0,84.0,82.71428571428571,86.777565,6.518274,28.366703,635.80963,497.80963134765625
2023-05-06,S1,P2,89,62,6,5,5,1,0,87.0,82.14285714285714,87.61862,6.518274,28.366703,641.697,579.697021484375
2023-05-07,S1,P2,86,98,7,5,6,1,0,89.0,84.57142857142857,85.733185,6.518274,28.366703,628.499,530.4990234375
2023-05-08,S1,P2,71,61,8,5,0,1,0,86.0,84.85714285714286,71.3022,6.518274,28.366703,527.4821,466.48211669921875
2023-05-09,S1,P2,76,68,9,5,1,1,0,71.0,83.57142857142857,75.45484,6.518274,28.366703,556.5506,488.55059814453125
2023-05-10,S1,P2,79,58,10,5,2,1,0,76.0,81.28571428571429,78.772316,6.518274,28.366703,579.7729,521.7728881835938
2023-05-11,S1,P2,74,77,11,5,3,1,0,79.0,81.71428571428571,75.414665,6.518274,28.366703,556.26935,479.26934814453125
2023-05-12,S1,P2,81,144,12,5,4,1,0,74.0,80.28571428571429,81.75049,6.518274,28.366703,600.6201,456.6201171875
2023-05-13,S1,P2,87,132,13,5,5,1,0,81.0,79.42857142857143,85.78068,6.518274,28.366703,628.8314,496.8314208984375
2023-05-14,S1,P2,82,65,14,5,6,1,0,87.0,79.14285714285714,81.59022,6.518274,28.366703,599.4982,534.4982299804688
2023-05-15,S1,P2,88,118,15,5,0,1,0,82.0,78.57142857142857,85.39852,6.518274,28.366703,626.1564,508.1563720703125
2023-05-16,S1,P2,70,61,16,5,1,1,0,88.0,81.0,71.035576,6.518274,28.366703,525.6157,464.61572265625
2023-05-17,S1,P2,92,101,17,5,2,1,0,70.0,80.14285714285714,90.37748,6.518274,28.366703,661.00903,560.009033203125
2023-05-18,S1,P2,88,149,18,5,3,1,0,92.0,82.0,87.37345,6.518274,28.366703,639.98083,490.9808349609375
2023-05-19,S1,P2,88,72,19,5,4,1,0,88.0,84.0,87.72164,6.518274,28.366703,642.4182,570.418212890625
2023-05-20,S1,P2,83,106,20,5,5,1,0,88.0,85.0,83.05789,6.518274,28.366703,609.772,503.77197265625
2023-05-21,S1,P2,74,102,21,5,6,1,0,83.0,84.42857142857143,75.19105,6.518274,28.366703,554.70404,452.70404052734375
2023-05-22,S1,P2,77,107,22,5,0,1,0,74.0,83.28571428571429,76.999176,6.518274,28.366703,567.36096,460.3609619140625
2023-05-23,S1,P2,74,63,23,5,1,1,0,77.0,81.71428571428571,73.79658,6.518274,28.366703,544.94275,481.9427490234375
2023-05-24,S1,P2,72,84,24,5,2,1,0,74.0,82.28571428571429,72.32048,6.518274,28.366703,534.61005,450.61004638671875
2023-05-25,S1,P2,90,142,25,5,3,1,0,72.0,79.42857142857143,88.60566,6.518274,28.366703,648.6063,506.6063232421875
2023-05-26,S1,P2,78,124,26,5,4,1,0,90.0,79.71428571428571,78.754684,6.518274,28.366703,579.6495,455.64947509765625
2023-05-27,S1,P2,85,125,27,5,5,1,0,78.0,78.28571428571429,84.07292,6.518274,28.366703,616.87714,491.87713623046875
2023-05-28,S1,P2,76,123,28,5,6,1,0,85.0,78.57142857142857,76.74719,6.518274,28.366703,565.59705,442.5970458984375
2023-05-29,S1,P2,79,66,29,5,0,1,0,76.0,78.85714285714286,79.057945,6.518274,28.366703,581.77234,515.7723388671875
2023-05-30,S1,P2,73,56,30,5,1,1,0,79.0,79.14285714285714,72.72775,6.518274,28.366703,537.461,481.46099853515625
2023-05-31,S1,P2,81,62,31,5,2,1,0,73.0,79.0,80.67413,6.518274,28.366703,593.08563,531.0856323242188
2023-06-01,S1,P2,75,91,1,6,3,1,0,81.0,80.28571428571429,75.344315,6.518274,28.366703,555.7769,464.77691650390625
2023-06-02,S1,P2,76,99,2,6,4,1,0,75.0,78.14285714285714,76.49388,6.518274,28.366703,563.82385,464.8238525390625
2023-06-03,S1,P2,69,54,3,6,5,1,0,76.0,77.85714285714286,69.24603,6.518274,28.366703,513.0889,459.08892822265625
2023-06-04,S1,P2,72,87,4,6,6,1,0,69.0,75.57142857142857,73.84231,6.518274,28.366703,545.2629,458.26287841796875
2023-06-05,S1,P2,86,57,5,6,0,1,0,72.0,75.0,85.78608,6.518274,28.366703,628.86926,571.8692626953125
2023-06-06,S1,P2,83,114,6,6,1,1,0,86.0,76.0,81.9776,6.518274,28.366703,602.2099,488.20989990234375
2023-06-07,S1,P2,89,66,7,6,2,1,0,83.0,77.42857142857143,87.33661,6.518274,28.366703,639.72296,573.7229614257812
2023-06-08,S1,P2,74,138,8,6,3,1,0,89.0,78.57142857142857,75.38023,6.518274,28.366703,556.0283,418.0283203125
2023-06-09,S1,P2,80,53,9,6,4,1,0,74.0,78.42857142857143,78.19938,6.518274,28.366703,575.7623,522.7623291015625
2023-06-10,S1,P2,71,119,10,6,5,1,0,80.0,79.0,72.90747,6.518274,28.366703,538.719,419.718994140625
2023-06-11,S1,P2,86,110,11,6,6,1,0,71.0,79.28571428571429,86.00748,6.518274,28.366703,630.41907,520.4190673828125
2023-06-12,S1,P2,79,103,12,6,0,1,0,86.0,81.28571428571429,77.74313,6.518274,28.366703,572.5686,469.568603515625
2023-06-13,S1,P2,74,140,13,6,1,1,0,79.0,80.28571428571429,73.84183,6.518274,28.366703,545.2595,405.259521484375
2023-06-14,S1,P2,77,139,14,6,2,1,0,74.0,79.0,78.0553,6.518274,28.366703,574.7538,435.7537841796875
2023-06-15,S1,P2,86,88,15,6,3,1,0,77.0,77.28571428571429,85.37298,6.518274,28.366703,625.97754,537.9775390625
2023-06-16,S1,P2,70,94,16,6,4,1,0,86.0,79.0,71.936264,6.518274,28.366703,531.92053,437.9205322265625
2023-06-17,S1,P2,80,141,17,6,5,1,0,70.0,77.57142857142857,81.07267,6.518274,28.366703,595.87537,454.8753662109375
2023-06-18,S1,P2,87,141,18,6,6,1,0,80.0,78.85714285714286,85.51491,6.518274,28.366703,626.97107,485.9710693359375
2023-06-19,S1,P2,75,110,19,6,0,1,0,87.0,79.0,75.242744,6.518274,28.366703,555.0659,445.06591796875
2023-06-20,S1,P2,76,88,20,6,1,1,0,75.0,78.42857142857143,76.10055,6.518274,28.366703,561.07056,473.070556640625
2023-06-21,S1,P2,68,52,21,6,2,1,0,76.0,78.71428571428571,68.78937,6.518274,28.366703,509.89227,457.89227294921875
2023-06-22,S1,P2,80,141,22,6,3,1,0,68.0,77.42857142857143,80.17926,6.518274,28.366703,589.6215,448.62152099609375
2023-06-23,S1,P2,92,112,23,6,4,1,0,80.0,76.57142857142857,89.915016,6.518274,28.366703,657.7718,545.7717895507812
2023-06-24,S1,P2,84,74,24,6,5,1,0,92.0,79.71428571428571,84.13468,6.518274,28.366703,617.30945,543.3094482421875
2023-06-25,S1,P2,91,82,25,6,6,1,0,84.0,80.28571428571429,89.69161,6.518274,28.366703,656.208,574.2080078125
2023-06-26,S1,P2,73,55,26,6,0,1,0,91.0,80.85714285714286,72.854866,6.518274,28.366703,538.35077,483.35076904296875
2023-06-27,S1,P2,79,94,27,6,1,1,0,73.0,80.57142857142857,78.143654,6.518274,28.366703,575.37225,481.37225341796875
2023-06-28,S1,P2,80,110,28,6,2,1,0,79.0,81.0,79.74875,6.518274,28.366703,586.6079,476.60791015625
2023-06-29,S1,P2,82,70,29,6,3,1,0,80.0,82.71428571428571,82.15228,6.518274,28.366703,603.4327,533.4326782226562
2023-01-08,S1,P3,35,103,8,1,6,2,0,48.0,47.857142857142854,35.392128,6.474324,28.17544,275.92035,172.92034912109375
2023-01-09,S1,P3,56,52,9,1,0,2,0,35.0,44.857142857142854,56.073505,6.474324,28.17544,420.68997,368.6899719238281
2023-01-10,S1,P3,50,136,10,1,1,2,0,56.0,46.42857142857143,48.526783,6.474324,28.17544,367.8629,231.8629150390625
2023-01-11,S1,P3,59,124,11,1,2,2,0,50.0,48.285714285714285,55.842075,6.474324,28.17544,419.06998,295.0699768066406
2023-01-12,S1,P3,46,123,12,1,3,2,0,59.0,49.0,47.208286,6.474324,28.17544,358.63345,235.63345336914062
2023-01-13,S1,P3,50,121,13,1,4,2,0,46.0,48.142857142857146,49.98725,6.474324,28.17544,378.0862,257.0862121582031
2023-01-14,S1,P3,40,125,14,1,5,2,0,50.0,49.142857142857146,42.316372,6.474324,28.17544,324.39005,199.39004516601562
2023-01-15,S1,P3,58,77,15,1,6,2,0,40.0,48.0,56.27679,6.474324,28.17544,422.11298,345.11297607421875
2023-01-16,S1,P3,55,57,16,1,0,2,0,58.0,51.285714285714285,54.89727,6.474324,28.17544,412.45633,355.4563293457031
2023-01-17,S1,P3,38,139,17,1,1,2,0,55.0,51.142857142857146,38.02023,6.474324,28.17544,294.31705,155.31704711914062
2023-01-18,S1,P3,42,107,18,1,2,2,0,38.0,49.42857142857143,43.55511,6.474324,28.17544,333.06122,226.06121826171875
2023-01-19,S1,P3,52,77,19,1,3,2,0,42.0,47.0,51.190903,6.474324,28.17544,386.51175,309.5117492675781
2023-01-20,S1,P3,39,90,20,1,4,2,0,52.0,47.857142857142854,40.163246,6.474324,28.17544,309.31818,219.31817626953125
2023-01-21,S1,P3,38,113,21,1,5,2,0,39.0,46.285714285714285,41.566578,6.474324,28.17544,319.14148,206.1414794921875
2023-01-22,S1,P3,56,112,22,1,6,2,0,38.0,46.0,55.213493,6.474324,28.17544,414.6699,302.6698913574219
2023-01-23,S1,P3,51,122,23,1,0,2,0,56.0,45.714285714285715,49.142178,6.474324,28.17544,372.1707,250.17068481445312
2023-01-24,S1,P3,35,133,24,1,1,2,0,51.0,45.142857142857146,37.30498,6.474324,28.17544,289.3103,156.310302734375
2023-01-25,S1,P3,47,141,25,1,2,2,0,35.0,44.714285714285715,46.640377,6.474324,28.17544,354.65808,213.6580810546875
2023-01-26,S1,P3,50,78,26,1,3,2,0,47.0,45.42857142857143,49.49457,6.474324,28.17544,374.63745,296.637451171875
2023-01-27,S1,P3,47,95,27,1,4,2,0,50.0,45.142857142857146,45.964554,6.474324,28.17544,349.92734,254.92733764648438
2023-01-28,S1,P3,37,55,28,1,5,2,0,47.0,46.285714285714285,37.3368,6.474324,28.17544,289.53305,234.53305053710938
2023-01-29,S1,P3,52,118,29,1,6,2,0,37.0,46.142857142857146,51.824036,6.474324,28.17544,390.9437,272.9436950683594
2023-01-30,S1,P3,49,74,30,1,0,2,0,52.0,45.57142857142857,48.86888,6.474324,28.17544,370.2576,296.2575988769531
2023-01-31,S1,P3,36,59,31,1,1,2,0,49.0,45.285714285714285,36.064415,6.474324,28.17544,280.62634,221.6263427734375
2023-02-01,S1,P3,58,79,1,2,2,2,0,36.0,45.42857142857143,57.401768,6.474324,28.17544,429.98782,350.9878234863281
2023-02-02,S1,P3,52,54,2,2,3,2,0,58.0,47.0,51.625717,6.474324,28.17544,389.55545,335.5554504394531
2023-02-03,S1,P3,57,82,3,2,4,2,0,52.0,47.285714285714285,56.38364,6.474324,28.17544,422.86093,340.8609313964844
2023-02-04,S1,P3,56,114,4,2,5,2,0,57.0,48.714285714285715,52.054153,6.474324,28.17544,392.55453,278.5545349121094
2023-02-05,S1,P3,52,145,5,2,6,2,0,56.0,51.42857142857143,51.45391,6.474324,28.17544,388.3528,243.35281372070312
2023-02-06,S1,P3,49,98,6,2,0,2,0,52.0,51.42857142857143,48.733227,6.474324,28.17544,369.30804,271.30804443359375
2023-02-07,S1,P3,45,134,7,2,1,2,0,49.0,51.42857142857143,45.573986,6.474324,28.17544,347.19336,213.193359375
2023-02-08,S1,P3,59,135,8,2,2,2,0,45.0,52.714285714285715,57.788033,6.474324,28.17544,432.69168,297.6916809082031
2023-02-09,S1,P3,51,126,9,2,3,2,0,59.0,52.857142857142854,48.12803,6.474324,28.17544,365.07166,239.0716552734375
2023-02-10,S1,P3,35,147,10,2,4,2,0,51.0,52.714285714285715,36.626217,6.474324,28.17544,284.55896,137.5589599609375
2023-02-11,S1,P3,43,148,11,2,5,2,0,35.0,49.57142857142857,43.08804,6.474324,28.17544,329.79172,181.79171752929688
2023-02-12,S1,P3,35,70,12,2,6,2,0,43.0,47.714285714285715,37.63859,6.474324,28.17544,291.6456,221.64559936523438
2023-02-13,S1,P3,50,104,13,2,0,2,0,35.0,45.285714285714285,49.68231,6.474324,28.17544,375.9516,271.95159912109375
2023-02-14,S1,P3,40,141,14,2,1,2,0,50.0,45.42857142857143,40.51699,6.474324,28.17544,311.79437,170.79437255859375
2023-02-15,S1,P3,51,118,15,2,2,2,0,40.0,44.714285714285715,50.92991,6.474324,28.17544,384.6848,266.684814453125
2023-02-16,S1,P3,39,52,16,2,3,2,0,51.0,43.57142857142857,40.717564,6.474324,28.17544,313.1984,261.1983947753906
2023-02-17,S1,P3,55,72,17,2,4,2,0,39.0,41.857142857142854,52.701252,6.474324,28.17544,397.0842,325.0841979980469
2023-02-18,S1,P3,39,102,18,2,5,2,0,55.0,44.714285714285715,39.0429,6.474324,28.17544,301.47574,199.47573852539062
2023-02-19,S1,P3,39,123,19,2,6,2,0,39.0,44.142857142857146,40.73199,6.474324,28.17544,313.29938,190.29937744140625
2023-02-20,S1,P3,44,132,20,2,0,2,0,39.0,44.714285714285715,44.36315,6.474324,28.17544,338.7175,206.71749877929688
2023-02-21,S1,P3,51,134,21,2,1,2,0,44.0,43.857142857142854,50.08455,6.474324,28.17544,378.7673,244.76730346679688
2023-02-22,S1,P3,48,122,22,2,2,2,0,51.0,45.42857142857143,48.26549,6.474324,28.17544,366.03387,244.03387451171875
2023-02-23,S1,P3,48,50,23,2,3,2,0,48.0,45.0,47.615364,6.474324,28.17544,361.483,311.4830017089844
2023-02-24,S1,P3,53,94,24,2,4,2,0,48.0,46.285714285714285,49.194836,6.474324,28.17544,372.5393,278.539306640625
2023-02-25,S1,P3,47,53,25,2,5,2,0,53.0,46.0,46.928127,6.474324,28.17544,356.67233,303.6723327636719
2023-02-26,S1,P3,35,81,26,2,6,2,0,47.0,47.142857142857146,36.92906,6.474324,28.17544,286.67886,205.67886352539062
2023-02-27,S1,P3,36,141,27,2,0,2,0,35.0,46.57142857142857,36.7543,6.474324,28.17544,285.45554,144.45553588867188
2023-02-28,S1,P3,42,88,28,2,1,2,0,36.0,45.42857142857143,41.94002,6.474324,28.17544,321.75558,233.75558471679688
2023-03-01,S1,P3,36,103,1,3,2,2,0,42.0,44.142857142857146,37.133484,6.474324,28.17544,288.10983,185.10983276367188
2023-03-02,S1,P3,56,52,2,3,3,2,0,36.0,42.42857142857143,55.8016,6.474324,28.17544,418.78665,366.7866516113281
2023-03-03,S1,P3,52,61,3,3,4,2,0,56.0,43.57142857142857,52.148537,6.474324,28.17544,393.2152,332.2152099609375
2023-03-04,S1,P3,35,103,4,3,5,2,0,52.0,43.42857142857143,35.29876,6.474324,28.17544,275.26675,172.26675415039062
2023-03-05,S1,P3,46,54,5,3,6,2,0,35.0,41.714285714285715,45.788517,6.474324,28.17544,348.69507,294.695068359375
2023-03-06,S1,P3,59,66,6,3,0,2,0,46.0,43.285714285714285,58.884872,6.474324,28.17544,440.36954,374.3695373535156
2023-03-07,S1,P3,50,96,7,3,1,2,0,59.0,46.57142857142857,49.690308,6.474324,28.17544,376.0076,280.0075988769531
2023-03-08,S1,P3,57,128,8,3,2,2,0,50.0,47.714285714285715,55.866844,6.474324,28.17544,419.24335,291.24334716796875
2023-03-09,S1,P3,39,134,9,3,3,2,0,57.0,50.714285714285715,40.539925,6.474324,28.17544,311.95493,177.95492553710938
2023-03-10,S1,P3,48,115,10,3,4,2,0,39.0,48.285714285714285,47.702656,6.474324,28.17544,362.09402,247.09402465820312
2023-03-11,S1,P3,45,100,11,3,5,2,0,48.0,47.714285714285715,44.531075,6.474324,28.17544,339.89297,239.89297485351562
2023-03-12,S1,P3,41,87,12,3,6,2,0,45.0,49.142857142857146,41.3335,6.474324,28.17544,317.50995,230.50994873046875
2023-03-13,S1,P3,36,87,13,3,0,2,0,41.0,48.42857142857143,38.309456,6.474324,28.17544,296.34164,209.34164428710938
2023-03-14,S1,P3,52,147,14,3,1,2,0,36.0,45.142857142857146,51.259373,6.474324,28.17544,386.99106,239.99105834960938
2023-03-15,S1,P3,52,79,15,3,2,2,0,52.0,45.42857142857143,52.660637,6.474324,28.17544,396.7999,317.7998962402344
2023-03-16,S1,P3,49,140,16,3,3,2,0,52.0,44.714285714285715,46.758984,6.474324,28.17544,355.48834,215.48834228515625
2023-03-17,S1,P3,53,112,17,3,4,2,0,49.0,46.142857142857146,50.521275,6.474324,28.17544,381.82437,269.8243713378906
2023-03-18,S1,P3,36,101,18,3,5,2,0,53.0,46.857142857142854,38.857662,6.474324,28.17544,300.17908,199.1790771484375
2023-03-19,S1,P3,59,87,19,3,6,2,0,36.0,45.57142857142857,55.717308,6.474324,28.17544,418.1966,331.19659423828125
